Date,open,high,low,close,volume,daily_return,SMA_20,SMA_50,RSI,MACD,Signal_Line,BB_upper,BB_middle,BB_lower,future_return,Signal,predicted_signal,next_close,price_change,equity_curve,buy_and_hold
2020-03-13,58.67210630348137,60.70049723575705,55.59383648371005,60.699005126953125,74002000,0.0940167038194204,67.70798072814941,70.43468994140625,39.202834833893526,-3.340394333407694,-2.266024234837992,54.880562883416324,60.174983215332034,65.46940354724774,-0.10078463387104475,-1,,53.960914611816406,-0.11100825295313943,1000.0,1000.0
2020-03-16,54.54166381410045,57.341751934157784,53.46874654876713,53.960914611816406,85048000,-0.11100825295313943,66.62209854125976,70.15298416137695,31.956201919838495,-3.864884310401571,-2.585796249950708,51.656467937580096,58.86886901855469,66.08127009952928,0.02855227057593468,1,-1.0,55.72605514526367,0.032711464328307294,999.0,888.9917470468606
2020-03-17,54.39784304976598,56.27644580827855,52.55158829559161,55.72605514526367,77230000,0.032711464328307294,65.62713603973388,69.91325981140136,35.32874280679288,-4.0909563089633565,-2.8868282617532377,51.71239347474499,57.27053985595703,62.82868623716907,-0.0424003530607463,-1,1.0,54.581478118896484,-0.02053935135698315,999.0,918.0719688685434
2020-03-18,52.576475036439554,55.06419238089318,51.61950559200986,54.581478118896484,84668000,-0.02053935135698315,64.55747718811035,69.61725173950195,34.14687195328909,-4.312762950293617,-3.1720151994613137,51.310672881776696,56.090031433105466,60.869389984434235,-0.036633870337492325,-1,-1.0,55.50162124633789,0.01685815700038451,998.001,899.2153661289552
2020-03-19,54.39486379137895,57.62556027175729,52.75552980752347,55.50162124633789,73022000,0.01685815700038451,63.55507488250733,69.34051261901855,36.00046214536747,-4.363993055696149,-3.410410770708281,51.316355795847734,56.093814849853516,60.8712739038593,0.01718831758001027,0,-1.0,53.363250732421875,-0.038528072980518746,998.001,914.3744799483153
2020-03-20,56.518305259955,56.929857717031815,53.02336126073511,53.363250732421875,72036000,-0.038528072980518746,62.527964973449706,69.01007759094239,33.63130796007623,-4.52498075128748,-3.6333247668241206,52.83430504046205,54.62666397094726,56.41902290143248,0.028135181318615254,1,0.0,52.581947326660156,-0.014641225844343575,998.001,879.1453932533427
2020-03-23,52.815840105813486,53.31348302427958,50.43790107627941,52.581947326660156,80882000,-0.014641225844343575,61.61984157562256,68.6485799407959,32.78242508834959,-4.661870177623072,-3.8390338489839113,51.9222047137454,54.350870513916014,56.77953631408663,0.09949650472626237,1,1.0,56.45560073852539,0.07366888464211008,1070.5246195417105,866.2736270007064
2020-03-24,54.92833442896245,56.482473882609035,54.273932745682316,56.45560073852539,66890000,0.07366888464211008,60.98785934448242,68.35470184326172,40.76540704480129,-4.406983613519287,-3.9526238018909865,51.69601814258634,54.49677963256836,57.297541122550385,-0.020935035832636784,-1,1.0,54.8646354675293,-0.02818082263201238,1070.5246195417105,930.0910388967237
2020-03-25,56.057984515488805,57.174195720333074,54.04451861574049,54.8646354675293,81630000,-0.02818082263201238,60.2645601272583,68.01954917907715,38.73087631586574,-4.283978736041426,-4.018894788721075,51.73668397747513,54.55341110229492,57.370138227114715,0.04020897713078497,1,-1.0,57.81366729736328,0.053751051195433774,1069.454094922169,903.8803082979509
2020-03-26,55.32793956459401,58.22272907580746,54.4187442255657,57.81366729736328,71434000,0.053751051195433774,59.875552558898924,67.75168785095215,44.28188991708947,-3.9035367204120064,-3.995823175059261,51.160590491965536,55.0158203125,58.87105013303446,0.0009124076754678523,0,1.0,55.27370071411133,-0.04393367004704429,1069.454094922169,952.4648250238187
