Date,open,high,low,close,volume,daily_return,SMA_20,SMA_50,RSI,MACD,Signal_Line,BB_upper,BB_middle,BB_lower,future_return,Signal,predicted_signal,next_close,price_change,equity_curve,buy_and_hold
2020-03-13,87.75,89.31549835205078,84.03099822998047,89.25,176194000,0.06464833687376514,97.69572486877442,97.46510955810547,40.552392847384056,-2.7590193255028197,-1.2842740609822907,82.79334991165985,89.7490005493164,96.70465118697297,0.025210084033613356,1,,84.4574966430664,-0.053697516604298,1000.0,1000.0
2020-03-16,82.07550048828125,87.97250366210938,81.30149841308594,84.4574966430664,178346000,-0.053697516604298,96.58142471313477,97.25624954223633,35.88880987333973,-3.250737639699679,-1.6775667767257685,80.5258638308044,88.6343994140625,96.7429349973206,0.11353645203488028,1,1.0,90.39199829101562,0.07026613247879654,1069.2661324787966,946.302483395702
2020-03-17,88.77349853515625,92.88899993896484,84.46199798583984,90.39199829101562,218342000,0.07026613247879654,95.71184959411622,97.18911956787109,44.413507885551944,-3.1255340491092625,-1.9671602312024672,81.71070947628152,87.79459838867187,93.87848730106222,0.02115782934639676,1,1.0,91.5,0.012257741060410998,1069.2661324787966,1012.7954990589986
2020-03-18,87.5,92.08300018310547,87.25,91.5,192904000,0.012257741060410998,94.86129951477051,97.11623962402344,45.86093522738452,-2.903433845518464,-2.1544149540656665,81.59929807974086,87.88599853515625,94.17269899057163,0.039797840222634884,1,1.0,94.04650115966797,0.027830613766863133,1097.9551990933228,1025.2100840336134
2020-03-19,93.0,97.25,91.63249969482422,94.04650115966797,207998000,0.027830613766863133,94.18087463378906,97.09030960083008,49.13887945272531,-2.4931964556602253,-2.222171254384578,83.60245509534211,89.92919921875,96.25594334215789,0.03145780073973392,1,1.0,92.30449676513672,-0.018522798541689034,1097.9551990933228,1053.7423099122461
2020-03-20,96.31549835205078,97.8499984741211,91.0364990234375,92.30449676513672,196358000,-0.018522798541689034,93.55617446899414,97.04442947387696,47.0406444637182,-2.282336213532659,-2.2342042462141944,84.0071451348504,90.54009857177735,97.0730520087043,0.021532028464603448,1,1.0,95.1415023803711,0.030735291504301987,1130.6032169970267,1034.2240533908875
2020-03-23,91.38749694824219,95.97000122070312,90.5999984741211,95.1415023803711,156170000,0.030735291504301987,93.29002456665039,97.04620956420898,50.730447044665986,-1.8648089523765918,-2.160325187446674,89.24824099268638,92.67689971923828,96.10555844579018,0.027674522049716765,1,1.0,97.00499725341797,0.019586561347294085,1130.6032169970267,1066.0112311526173
2020-03-24,97.57499694824219,97.75,95.01699829101562,97.00499725341797,142942000,0.019586561347294085,93.2084243774414,97.10314956665039,53.0446335828186,-1.3677802085796316,-2.0018161916732655,90.05387626540828,93.99949951171875,97.94512275802923,-0.02061749452737116,-1,1.0,94.29199981689453,-0.027967604900146936,1097.8523497082217,1086.8907255284928
2020-03-25,96.03450012207031,97.51300048828125,94.28900146484375,94.29199981689453,129582000,-0.027967604900146936,92.9740493774414,97.09768951416015,49.40625769420243,-1.1792044332068912,-1.8372938399799907,91.49340153563418,94.55789947509766,97.62239741456114,0.041419233094218244,1,-1.0,97.77449798583984,0.03693312450375408,1097.8523497082217,1056.4929951472777
2020-03-26,95.0999984741211,97.82450103759766,94.4645004272461,97.77449798583984,124426000,0.03693312450375408,93.15202445983887,97.18373947143554,53.78800221035307,-0.740215530953904,-1.6178781781747735,91.40023659433164,95.30349884033203,99.2067610863324,-0.0029506459327101053,0,1.0,95.00499725341797,-0.028325389436650084,1065.6574020090868,1095.5125824743961
2020-03-27,96.54299926757812,96.989501953125,94.99600219726562,95.00499725341797,107758000,-0.028325389436650084,93.19289932250976,97.22181945800781,50.07387543929699,-0.6087716855534069,-1.4160568796505002,93.20831992061832,95.84359893798828,98.47887795535823,0.003999840995720039,0,0.0,98.19750213623047,0.03360354691971379,1065.6574020090868,1064.4817619430585
2020-03-30,96.1415023803711,98.68150329589844,95.61699676513672,98.19750213623047,122522000,0.03360354691971379,93.21789932250977,97.30782943725586,54.01568634701977,-0.2441782925445608,-1.1816811622293124,93.37441408681454,96.45479888916016,99.53518369150578,-0.022974151932768305,-1,0.0,97.48600006103516,-0.007245622950859176,1065.6574020090868,1100.2521247756915
2020-03-31,98.21749877929688,99.6510009765625,97.20050048828125,97.48600006103516,102472000,-0.007245622950859176,93.31972427368164,97.39282943725586,53.01115275659444,-0.012503540002853697,-0.9478456377840208,93.37920525309642,96.55099945068359,99.72279364827077,-0.022121143227431306,-1,-1.0,95.38500213623047,-0.02155179126735396,1064.5917446070778,1092.2801127286853
